Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
DOLE,44.45,36.17,,31.8,,53.5,28.8,21.2,6.03,22.9,27.9,2.17,25.88,32.03,2.68,,0.17,0.2,14.71,1.24,18.1,29.74,29.77,3.23,0.94,,0.25,2.17,8.09,6.09,15.01,8.89,6.27,0.3,0.29,12.36,0.31,1.96,11.54,2.17,10.32,,9.51,1.03,12.21,8.49,3.3,,,2.23,,2.87,1.02,7.64,11.76,0.4,0.17,,,,,8.7,1.08,,,,5.77,6.19,0.47,,2.27,1,4.14,19.07,10.69,14.28,,4.98,,15.8,,,,5,1136892285.9999998,Food Distributors,Distribution Services
DOOO,,29.82,4.7,,87.1,26.6,31.8,21.5,28,25.3,35.2,3.06,,30.44,2.4,,0.12,0.09,48.65,1.32,121.77,68.12,19.56,3.13,5.52,,0.11,1.22,13.86,7.93,12.44,9.95,6.48,0.91,0.85,7.22,0.09,6.87,12.51,1.26,12.81,27.03,,,66.73,23.65,4.54,,,2.77,,9.35,9,20.71,9.37,0.32,0.57,,0.27,0.24,,8.42,,0.64,,,4.45,11.51,0.38,0.85,,0.37,3.76,21.15,13.24,35.96,,12.08,,8.93,13.38,,,10,6041098855.314668,Trucks/Construction/Farm Machinery,Producer Manufacturing
DORM,64,63.67,0.9,12,,18.2,11.2,7.4,5.54,21.9,49.1,,27.98,60.4,4.45,,0.08,0.07,135.64,2.34,194.23,51.32,96.17,1.92,0.51,,,,16.37,14.24,26.41,13.52,12.12,2.23,2.37,6.11,0.52,8.99,4.28,,18.02,22.01,20.67,4.41,105.47,39.54,6.76,,,9.43,,14.39,3.35,22.68,20.84,1.91,2.15,,1.67,2.07,,23.9,2.75,0.89,,22.2,19.3,22.4,1.07,1.73,8.16,1.16,8.13,27.66,16.22,15.73,,11.73,,5.36,32.37,,,10,2476229269.0,Automotive Aftermarket,Consumer Durables
DOV,41.07,58.67,0.9,15.7,1,13,23.5,8,17.28,9.3,50.68,1.1,5.59,57.66,5.54,,0.16,0.11,198.73,1.57,80.35,61.37,61.33,1.39,0.59,,0.26,1.03,14.54,12.5,27.91,18.27,15.9,3.71,3.42,6.88,0.48,12.26,4.01,1.04,21.12,18.42,5.73,,149.75,36.77,10.83,,,17.47,,16.26,4.79,17.78,25.24,2.16,3.12,,,,,25.34,,1.5,,,21.76,14.93,1.66,1.74,,1.06,13.59,99.01,23.26,29.77,,12.45,,2.62,28.64,,,10,20204773605.0,Industrial Machinery,Producer Manufacturing
DOW,2.73,20.73,1.9,16.6,,,4.4,,,6.6,15.24,6.35,,16.75,1.94,,0.27,0.16,43.65,1.66,60.36,45.15,43.53,3.88,0.98,,1.31,6.35,25.25,9.95,66.55,12.84,7,1.03,1.06,3.96,0.31,1.6,2.23,6.35,14.13,23.61,24.43,1.75,48.78,10.76,2.36,,,2.46,,4.33,1.69,29.48,20.66,4.3,0.72,,,,,45.26,1.89,,,,8.31,79.68,1.72,0.63,3.93,1.04,1.82,7.04,3.77,5.71,,4.54,,4.57,,,,7,37853535762.0,Chemicals: Specialty,Process Industries
DOX,10.18,31.87,2.7,1.5,10,,18.9,,,8.7,15.44,3.77,11.3,25.11,3.17,,0.35,0.65,82.94,1.2,,34.04,56.86,0.94,0.23,,0.3,2.25,15.44,11.88,16.05,,8.73,2.2,1.98,6.48,0.54,12.37,6.49,2.3,11.9,10.04,8.26,,96.59,35.07,20.24,,,9.85,,15.18,2.76,19.56,13.51,2.94,1.89,,0.91,1.33,,15.31,3.56,0.8,,,13.07,21.2,,0.96,21.1,1.2,7.69,69.23,12.85,14.02,,12.42,,8.08,19.2,,,10,10502587476.000002,Information Technology Services,Technology Services
DPZ,15.15,58.16,3.7,,15.8,9.5,5.8,2.6,9.64,6.8,60.55,2.98,,59.17,3.02,,0.37,0.04,439.8,1.71,9.43,13.54,21.64,5.26,,,0.35,1.32,22.59,20.61,40.86,21.56,19.73,4.04,4.37,4.43,,10.69,3.28,1.39,24.93,14.12,9.54,6.32,424.56,39.05,4.41,,,12.26,,18.49,,27.03,27.02,2.13,3.31,,0.86,0.99,,30.98,,0.97,,,25.12,28.77,2.42,13.65,,1.57,32.99,121.3,74.79,,,56.18,,3.21,39.2,,,10,13634675294.000002,Restaurants,Consumer Services
DQ,,42.02,3.4,90.3,,53.8,179.5,67.5,16.91,50.6,19.9,,1.5,34.87,1.55,,3.68,,18.32,4.61,47.53,19.48,23.55,,,,,,15.26,15.26,3.37,1.3,1.22,0.8,,6.55,0.67,,,,49.12,60.24,,,13.75,,,,,,,,0.26,,8.98,0.09,0.98,,,,,,0.33,0.78,,2.19,,,,0.12,0.27,4.28,,,,,,,,,4.22,,,10,2436091878.0,Chemicals: Specialty,Process Industries
DRH,6.89,47.72,0.1,,,,,,,50.5,34.83,1.35,6.64,44,0.94,,0.24,0.06,8.95,0.92,,118.06,52.92,4.81,0.74,,0.43,1.35,21.44,11.83,23.79,16.38,10.33,2.65,2.67,4.66,0.52,11.24,6.74,1.35,18.84,,12.65,3.25,9.84,54.53,1.98,,,6.3,,12.06,1.12,31.96,32.08,,1.7,,,,10.81,15.13,1.27,0.7,,,9.4,73.36,,2,1.12,0.92,2.17,4.89,4.75,4.27,,4.36,,4.35,59.67,,,8,1735583068.0,Real Estate Investment Trusts,Finance
DRS,54.74,58.67,,,,,8,4.9,11.15,,42.8,,23,54.81,4.25,,0.23,0.43,35.11,2.11,52.77,44.4,22.27,1.26,0.19,,,,33.7,25.37,34.12,,,1.44,2.9,2.97,0.64,8.46,2.9,,33.34,,17.83,8.84,0.0,22.37,10.69,,,6.23,,8.75,3.75,47.45,40.36,6.73,2.87,,,,,34.27,3.89,,,19.61,26.99,33.73,8.03,,8.46,1.7,5.18,67.09,9.52,8.39,,6.88,,1,,,,5,4372780140.0,Aerospace & Defense,Electronic Technology
DRVN,16.99,67.66,1.2,,,,170.4,,33.01,38.8,61.57,,31.1,68.82,0.78,,0.52,0.05,16.33,1.9,26.04,26.17,26.64,10.15,4.24,,,,29.74,16.37,,15.99,10.56,2.55,2.82,3.36,0.17,,,,13.11,,23.36,7.3,31.71,53.09,1.86,,,0.27,,13,2.81,412,16,,1.13,,,,,,,,,,11.4,,,,,1.72,0.11,7.32,4.07,0.69,,0.62,,,,,,4,2286816911.0,Other Consumer Services,Consumer Services
DSGR,57.71,46.5,,28.2,,15.8,,1.7,15.12,23.2,38.69,,10.69,43.9,2.32,,0.22,0.07,37.82,2.81,103.39,35.07,50.25,7.99,1.24,,,,73.46,24.29,138.92,,,1.3,1.48,1.36,0.38,1.06,1.04,,22.12,20.62,,10.21,30.57,34.21,0.68,,,0.13,,2.06,2.6,1891,131.32,4.83,1.04,,11.39,8.28,,95.47,,1.29,,,45.55,152.51,6.78,2.39,,1.55,0.14,5.5,2.56,0.34,,,,,90.05,,,6,1181509694.0000002,Wholesale Distributors,Distribution Services
DT,7.15,42.81,,19.9,,4.7,66.5,17.1,4.99,24.9,30.97,,14.05,38.08,8.68,,0.96,12.47,51.58,1.42,,17.9,82.91,0.4,0.04,,,,99.54,72.26,33.76,90.76,68.62,8.79,9.42,1,0.64,27.9,2.79,,38.9,,12.81,16.18,59.96,81.3,,,,10.44,,9.46,7.3,95.31,55.77,,10.09,,,,,36.18,6.96,,,51.58,34.17,80.65,,3.26,19.84,1.42,5.17,125.2,6.97,8.21,,5,,0.58,,,,6,13614524493.000002,Packaged Software,Technology Services
DTE,24.42,43.25,,,,5.9,11.8,,31.22,1.5,52.86,3.47,10.55,44.8,0.91,,0.3,0.08,121.68,0.83,52.55,56.41,45.31,5.95,2.14,,0.56,3.4,19.55,11.44,,17.78,10.85,3.22,3.84,5.12,0.23,,,3.4,16.87,1.54,5.01,1.44,94.78,35.47,2.5,,,12.33,,18.37,2.17,16.49,16.61,5.73,2.01,,1.44,,,,1.4,1.42,,,7.41,148.38,,9.24,2.67,0.62,3.3,8.2,5.99,13.73,,4.94,,,17.41,,,10,22015430118.0,Electric Utilities,Utilities
DTM,54.85,81.65,,0.5,,5.4,6.8,,,6.7,84.26,2.84,30.22,82.95,1.89,,0.29,0.03,103.03,0.95,,146.71,53.55,3.06,0.65,,0.7,2.84,18.82,14.12,32.61,17.11,9.78,8.46,12.86,5.31,0.49,39.45,3.89,2.88,23.4,,7.19,8.12,59.56,79,3.18,,,41.19,,50.82,2.35,24.81,24.81,1.87,10.22,,,,,25.91,2.48,,,,12.55,25.85,1.98,,5.5,0.95,4.53,14.79,7.82,9.66,,4.59,,5.42,,,,6,5129037450.0,Oil & Gas Pipelines,Industrial Services
DUK,34.16,48.44,,0.7,2.1,16,34.2,,,6,60.39,4.08,16.24,50.86,0.7,,0.02,,113.58,0.7,101.1,89.03,51.85,5.76,1.73,,0.77,3.66,20.59,11.75,,19.95,11.81,5.84,5.74,4.86,0.27,,,3.69,17.9,4.52,9.18,4.03,107.09,48.81,2.32,,,14.31,,25.38,1.82,20.88,21.33,4.44,2.91,,1.85,,,,1.7,1.13,,,7.58,55.28,3.04,5.74,3.04,0.45,2.4,6.93,5.14,8.77,,3.78,,,25.13,,,10,73355947753.99998,Electric Utilities,Utilities
DUOL,35.19,55,,,,32.5,,91.5,1.7,31.2,39.97,,59.72,49.97,21.76,,2.57,16.12,322.07,3.09,,5.85,42.25,0.87,0.07,,,,236.85,201.99,55.46,47.13,43.88,12.98,18.38,0.42,0.67,33.14,1.69,,108.44,,120.52,30.92,217.08,73.13,,,,12.59,,7.76,16.4,167.72,167.72,,21.15,,,,,63.77,11.84,,29.25,21.4,57.99,107.28,,,17.91,3.09,8.26,102.11,7.08,12.15,,13.37,,,,,,1,6626529096.000001,Packaged Software,Technology Services
DV,,57.39,,32.8,,38.1,45.9,100,8.93,28.1,44.58,,,55.16,12.05,,4.11,3.85,19.28,6.57,,38.58,111.4,0.68,0.08,,,,31.33,21.21,19.7,,,3.95,4.62,3.19,0.86,23.47,4.65,,38.71,,20.22,14.48,40.5,82.42,74.39,,,10.33,,12.74,2.9,51.92,50.95,1.65,5.27,,,,,22.47,3.71,,18.19,8.27,19.31,54.73,1.88,,6.04,6.57,5.26,38.77,8.04,6.08,,6.44,,1.56,,,,6,4841300506.0,Packaged Software,Technology Services
DVA,68.44,53.58,6.9,,,10.7,6.3,14.6,,11.4,58.79,,15.84,56.19,1.75,,0.37,0.09,156.98,1.37,5.61,20.77,64.41,4.73,31.54,,,,13.1,9.31,16.96,12.02,8.83,1.83,1.9,7.63,0.02,11.18,11,,13.93,20.6,16.64,4.02,121.64,32.8,4.4,,,6.53,,14.88,33.54,16.93,16.74,1.12,1.11,,0.91,0.47,,9.73,,1.04,,,7.08,15.36,1.35,0.72,,1.33,4.82,30.83,12.72,98.51,,9.45,,9.21,26.16,,,10,8977529467.000002,Medical/Nursing Services,Health Services
DVAX,,46.2,,108.1,,,,,110.27,57.8,26.78,,,40.04,2.53,,10.91,3.05,12.01,13.23,472.32,36.63,74.48,6.43,0.37,,,,33.02,26.28,45.12,,,3.18,3.92,3.03,0.64,8.69,1.44,,47.28,,183.39,18.38,8.24,82.85,,,,7.85,,,2.31,92.38,92.38,,6.57,,,,,85.78,3.09,0.4,4.11,2.89,69.39,,,1.99,2.32,12.34,2.03,23.34,3.27,3.23,,,,0.35,,,,2,1758083959.9999998,Biotechnology,Health Technology
DVN,,44.39,,35.9,89.8,,,99.2,27.3,22.9,46.6,104.26,,45.36,2.36,,0.23,0.07,37.91,1.11,8.83,29.26,39.4,1.21,0.65,,0.26,5.25,7.29,4.48,,7.24,4.29,2.37,2.17,13.72,0.47,,,3.78,8.38,,,5.3,50.36,33.19,13.05,,,21.71,,29.96,1.75,7.03,4.94,,1.56,,,,,,0.64,0.88,,,3.63,7.05,,0.86,1.84,1.01,13.18,22.39,20.51,27.15,,16.08,,7.07,,,,6,31829976802.0,Oil & Gas Production,Energy Minerals
DXC,,40.63,11.1,,,,8.8,,1.38,,23.96,,27.42,35.36,0.98,,0.31,0.26,19.59,1.25,,26.67,76.02,2.71,1.58,,,,19.61,4.04,7.08,,3.67,0.54,0.53,5.1,0.22,7.5,28.03,,6.17,44.49,5.54,,28.27,23.26,0.15,,,0.18,,0.32,1.19,244.88,5.58,,0.28,,,,,3.72,1.38,0.55,,,2.6,23.54,,0.34,7.71,1.25,0.17,14.4,3.73,0.81,,0.1,,25.84,,,,6,4245057662.999999,Data Processing Services,Technology Services
DXCM,,65.05,,4.1,,30.6,0.6,19.3,,19.9,77.99,,,70.59,5.9,,1.44,0.96,74.88,2.46,135.11,68.52,86.5,2.66,1.31,,,,39.18,30.65,55.87,36.32,22.75,6.46,7.56,2.55,0.31,13.53,1.83,,36.85,,23.37,13.81,148.44,61.68,33.05,,,17.22,,15.88,14.77,44.84,43.03,,7.84,,,,,58.23,5.5,0.52,,,37.86,58.59,,5.27,15.83,2.12,10.48,58.88,15.76,30.96,,27.39,,,162.78,,,5,37371446919.0,Medical Specialties,Health Technology
DY,131.59,58.33,1.7,11,,27.5,55.2,,40.54,12.1,71.71,,33.3,62.81,5.26,,0.04,0.02,202.79,3.44,11.2,22.37,45.31,1.85,0.88,,,,17.97,12.13,613.72,14.72,10.03,1.28,1.51,5.56,0.42,0.25,0.19,,21.71,17.58,18.51,11.24,131.84,19.88,6.15,,,5.37,,7.83,5.09,25.19,26.95,2.7,1.33,,1.56,51.34,,592.93,3.11,1.55,,42.25,24.8,81.82,1.64,4.18,8.1,3.25,9.18,48.01,17.77,22.41,,11.86,,,48.05,,,10,2843287466.0,Engineering & Construction,Industrial Services
E,,45.39,3.4,16.4,18.3,64,,228.7,19.27,31.8,54.33,7.94,,47.35,1.77,,0.49,0.48,29.07,1.3,30.22,75.63,56.87,1.52,0.69,,0.64,7.05,3.98,2.66,12.3,5.11,3.42,0.7,0.69,25.13,0.37,5.57,12.04,7.22,7.26,31.24,,,29.8,12.4,0.97,,,2.85,,8.57,0.83,17.33,9.1,0.61,0.48,,,,,8.75,0.62,0.76,,,3.2,4.48,0.37,0.4,0.95,1.11,1.79,24.37,14.52,4.76,,2.46,,3.23,38.76,,,7,54559459892.66246,Oil Refining/Marketing,Energy Minerals
EA,7.97,73.23,2.3,1,30.8,21,19.2,7.9,12.28,13,71.47,0.46,12.99,74.1,6.35,,0.92,1.31,166.13,1.43,,26.15,38.66,1.04,0.26,,0.18,0.46,29.22,22.51,21.44,21.14,18.04,5.57,5.72,3.42,0.56,26.7,4.54,0.46,21.39,13.49,23.44,4.76,139.32,78.34,33.16,,,14.12,,19.69,5.9,42.71,39.71,3.42,6.04,,3.33,1.41,,22.76,6.78,1.07,,,20.45,31.02,4.01,1.54,26,1.43,7.92,257.54,14.06,13.97,,9.3,,3.54,34.25,,,10,32634017305.0,Packaged Software,Technology Services
EAF,,62,1.3,,,,,,342.71,,54.89,,,60.07,,,0.96,0.15,2.15,3.79,204.43,40.24,65.03,,,,,,,,,,29.42,2.42,2.45,,,,,,,54.87,30.76,10.61,2.06,,,,,,,,,,,,1.01,,,,,,,,,,,,,0.16,,1.98,,,,,,,,,3.16,,,6,1011823109.0000002,Electrical Products,Producer Manufacturing
EAT,155.06,77.85,0.7,,,5.1,11,,24.94,10.5,79.89,,47.79,78.45,3.16,,0.03,0.01,122.13,0.32,8.27,14.23,4.68,4.59,158.19,,,,28.41,17.04,34.33,21.52,13.98,1.57,1.64,3.52,0.01,4.78,4,,22.48,6.13,19.37,4.73,43.32,14.88,4.92,,,4.11,,6.75,421.14,29.79,25.73,,1.22,,,,,25.87,,2.02,,,13.16,21.86,,4.23,,0.17,7.4,13.47,13.52,,,11.35,,3.72,35.92,,,10,1402226934.0,Restaurants,Consumer Services
EBAY,61.81,45.17,8.9,33.4,16,11.7,7.5,10.7,25.41,15.3,44.35,1.74,26.17,44.89,4.94,,0.87,0.62,61.1,1.25,,37.42,17.82,2.39,1.45,,0.23,1.74,10.97,9.83,23.26,12.28,10.72,3.08,3.15,9.12,0.27,13.56,4.76,1.77,11.7,7.88,9.84,2.98,55.01,72.02,8.44,,,19.68,,21.28,5.43,15.35,13.03,,3.06,,,,,22.11,3.94,0.77,,,16.63,30.39,,0.83,26.8,1.25,9.66,172.41,18.79,34.22,,11.83,,11.48,11.27,,,8,23712932186.0,Internet Retail,Retail Trade
EBR,,35.36,,2.2,,,,,31.19,,37.96,1.26,,35.14,0.72,,1.06,0.39,6.2,2.06,22.61,109.42,49.68,4.3,0.6,,0.11,1.26,9.05,6.91,26.41,4.97,4.48,2.29,2.96,11.05,0.43,11.88,6.25,1.26,8.65,,54.3,3.04,6.78,80.74,1.65,,,26.69,,25.33,0.66,7.63,8.84,,2.11,,,,,16.75,0.87,1.27,,,9.29,19.85,,0.92,1.87,2.04,3.73,34.68,5.31,8.86,,5.58,,,13.19,,,7,17034658709.929998,Electric Utilities,Utilities
EBR.B,,37.86,,2.2,,,,,31.19,,37.11,5.17,,37.51,0.72,,1.06,0.39,6.91,2.06,22.61,109.42,49.68,4.3,0.6,,0.49,5.17,9.77,7.46,26.41,4.97,4.48,2.29,3.19,10.24,0.43,11.88,5.6,5.17,46.07,,54.3,3.04,7.53,80.74,1.65,,,26.69,,25.33,0.66,8.5,9.86,,2.11,,,,,16.67,0.88,1.27,,,9.23,19.72,,0.93,1.87,2.04,3.73,34.68,5.31,8.86,,5.58,,,13.29,,,7,17034658709.929998,Electric Utilities,Utilities
EC,,55.35,,14.9,39.3,51.1,187.1,,21.68,41.8,78.73,83.47,,65.05,1.23,,0.31,0.12,8.05,1.48,45.99,54.25,30.72,2.9,1.64,,1.31,29.77,4.5,4.5,,4.3,3.07,1.17,1.34,22.22,0.25,,,37.26,4.53,26.16,,,9.89,35.86,4.39,,,12.38,,28.05,1.01,4.56,4.3,0.2,0.54,,,,,,0.52,0.44,,,3.63,182.45,0.21,0.79,1.43,1.21,5.86,27.37,16.6,22.63,,11.49,,34.61,6.05,,,9,25278749861.60169,Integrated Oil,Energy Minerals
ECL,41.83,42.2,,9.3,4.6,10.4,9,6.6,9.4,9.6,38.68,1.16,11.9,40.42,5.02,,0.27,0.15,244.3,1.3,62.87,66.94,66.15,2.15,0.97,,0.36,0.93,26.17,19.87,38.3,26.19,19.32,4.7,4.89,3.82,0.39,12.77,2.89,0.93,32.58,8.8,17.05,4.04,201.91,43.13,7.16,,,13.05,,16.25,8.09,34.26,38.17,14.68,4.48,,,,,34.97,,1.33,,,24.16,26.96,5.75,2.75,,0.97,9.42,57.23,16.77,25.01,,10.9,,3.45,54.65,,,9,50724635653.0,Chemicals: Specialty,Process Industries
ECPG,10.58,57.96,9.1,0.8,,,,,11.47,2.9,55.48,,0.34,58.71,0.85,,1.08,0.07,48.62,1.48,,,,29.46,3.39,,,,50.67,37.03,39.15,8.18,,2.75,3.36,1.97,0.21,8.58,9.9,,6.52,,,,55.64,47.79,1.35,,,,,24.94,1.1,,,,0.88,,,,,10.38,,1,,,6.96,,,0.45,2.74,1.48,,52.75,2.04,,,8.11,,,10.57,,,9,1111549275.0,Finance/Rental/Leasing,Finance
ECVT,,67.44,5.2,,,23,5.3,,100.54,16.8,59.81,,,67.82,1.08,,1.1,0.14,8.11,2.54,36.7,25.33,42.29,4.53,1.22,,,,15.92,8.7,15.92,,8.26,2.27,2.45,6.28,0.4,15.41,11.38,,9.72,30.84,20.63,4.42,10.31,28.03,1.93,,,7.72,,14.27,1.29,17.57,15.54,,1.36,,,,,8.81,1.74,,,,5.55,14.28,0.86,0.5,4.36,2.06,2.94,15.84,6.23,7.58,,5.79,,1.71,,,,6,1227091533.0,Chemicals: Specialty,Process Industries
ECX,,31.73,,,,,,,,24,9.19,,24.32,22.19,,,0.17,0.32,1.48,0.62,16.9,150.35,96.04,,,,,,,,,,,,1.01,,,,,,,,,129.48,0.0,21.41,,,,,,,,,,,0.71,,,,,,,,,,,,,,,0.57,,,,,,,,,,,,,1177509931.0,Packaged Software,Technology Services
ED,16.86,34.08,,3.6,1.9,11.7,8.7,,,4.8,36.04,3.88,9.95,32.16,1.1,,0.02,,96.97,1.01,23.78,77.79,58.62,4.78,1.2,,0.65,3.45,17.69,10.85,,17.48,10.4,3.7,3.96,5.65,0.32,,,3.45,17.22,2.06,6.37,3.81,95.78,53.27,2.33,,,12.26,,17.79,1.53,18.23,18.97,3.87,2.23,,,,,,1.15,1.09,,,10.28,,3.15,5.16,1.56,0.93,2.76,6.57,5.56,8.59,,3.43,,,18.16,,,10,31557057962.0,Electric Utilities,Utilities
EDN,99.65,83.18,,66.6,,,,,,37.7,86.12,,21.03,84.77,0.58,,0.26,0.77,36.77,0.82,45.34,193.37,39.19,2.84,0.29,,,,,,,,,,16.77,,0.32,,,,,,,,5.49,24.81,0.44,,,12.19,,4.53,1.49,,379.07,,2.05,,,,,,0.82,4.5,,,23.8,,,2.1,1.49,0.69,4.25,0.65,0.7,14.01,,,,,229.81,,,6,1083721499.6483402,Electric Utilities,Utilities
EDR,20.6,54.35,,144.6,,51,48.5,,2.81,,63.05,0.82,10.26,54.62,0.71,,0.19,0.18,29.23,0.63,,59.51,49.64,10.57,1.34,,,0.82,,25.41,30.79,7.97,7.25,1.93,1.8,,0.2,5.85,4.94,0.82,12.16,,35.77,9.25,31.85,53.68,,,,,,,2.12,,,,1.17,,,,,20.46,,,,,13.04,,1.94,,,0.63,,,,,,,,0.6,,,,3,14964978570.0,Media Conglomerates,Consumer Services
EDU,2.14,31.46,0.8,,,2.5,113.9,6.2,,,25.77,,,27.05,2.83,,1.62,6.77,55.43,1.85,14.46,17.69,2.57,1.22,0.18,,,,8.75,8.75,5.25,18.04,14.27,0.98,1.1,11.43,0.52,20.87,10.66,,17.03,10.14,,20.01,75.07,52.82,,,,8.38,,9.43,2.28,23.1,7.59,,2.03,,,,,9.66,0.89,0.49,8.5,5.18,9.66,1079.48,,2.23,2.36,1.82,5.38,54.7,12.87,10.15,,8.58,,,54.34,,,9,10014240538.71236,Other Consumer Services,Consumer Services
EE,30.9,67.45,,,,,,,161.77,,70.17,0.35,25.15,68.32,1.23,,3.51,0.91,29.85,4.12,3.3,6.74,27.97,2.22,1.43,,0.1,0.35,3.44,2.32,4.33,,,,0.92,29.07,0.18,21.23,25.34,0.84,19.56,,23,,10.16,35.42,3.09,,,3.14,,23.83,1.39,28.48,28.48,,1.14,,,,,4.77,1.4,,,,3.55,,,,1.47,4.12,0.89,13.28,8.15,5.11,,7.03,,17.24,,,,5,1954373713.0,Gas Distributors,Utilities
EEFT,16.5,52.36,4.6,,,51.5,71.6,52.9,44.9,14.7,41.73,,,50.46,2.05,,0.67,0.96,100.98,1.26,,39.3,33.32,3.57,1.78,,,,8.34,6.71,6.7,7.76,5.73,1.05,1.17,11.99,0.22,17.43,15.33,,10.37,26.19,13.48,7.96,125.72,39.88,6.31,,,8.46,,12.25,3.26,14.59,11.96,2.14,1.27,,0.79,0.34,,7.14,3.12,0.58,,,6.12,6.97,0.71,0.75,18.26,1.26,5.67,115.34,19.76,26.57,,8.22,,,24.39,,,9,4154993368.0,Data Processing Services,Technology Services
EFX,37.42,22.71,,12.2,,8.5,16.5,,5.86,8.1,10.17,0.65,13.36,17.58,3.87,,0.25,0.09,245.03,0.88,,27.64,63.33,3.28,1.12,,0.22,0.65,35.36,21.24,45.19,22.19,15.76,5.57,6.34,2.83,0.4,14.02,2.58,0.65,26.03,21.58,21.35,10.73,240.92,55.52,4.28,,,10.07,,17.88,6.18,54.45,35.1,0.65,5.45,,,,,39.11,,1.09,,,23.17,40.55,1.4,3.53,,0.88,4.58,50.72,9.6,12.23,,6.16,,1.41,57.52,,,9,24158677538.0,Miscellaneous Commercial Services,Commercial Services
EGO,67.15,43.08,,,,,,,,,54.9,,15.01,44.74,1.14,,1.93,0.77,16.33,3.37,120.61,43.29,14.98,1.51,0.23,,,,10.49,5.94,,,,2.11,2.91,9.53,0.68,,,,9.15,10.59,65.18,26.02,12.81,34.4,12.21,,,23.25,,26.46,0.92,11.92,11.4,,2.91,,,,,,0.7,1.28,,,6.31,11.61,,1.15,0.94,2.54,5.37,8.4,6.79,7.69,,6.76,,,,,,4,2032565539.233728,Precious Metals,Non-Energy Minerals
EGP,7.55,42.17,,19.6,17.8,11.8,17.7,14.3,6.17,10.9,44.48,5.85,10.22,42.92,2.85,,0.08,0.01,174.11,0.57,,29.6,47.83,3.61,0.58,,1.16,3.01,37.62,22.34,25.39,,20.07,,16.27,2.66,0.6,64.09,4.65,3.23,36.14,12.97,8.93,11,190.2,72.75,6.56,,,37.19,,39.81,3.02,35.97,38.91,4.42,13.4,,1.96,1.51,21.16,20.97,2.3,1.01,,,20.97,,4.34,1.47,3.05,0.57,5.07,11197.79,6.17,8.78,,5.55,,,46.8,,,10,8118223280.0,Real Estate Investment Trusts,Finance
EH,10.37,44.35,,,,,,20.6,,,31.94,,,39.64,4.78,,2.07,3.29,15.67,2.39,180.04,157.97,22.29,,0.42,,,,,,,,,,25.77,,0.54,,,,113.55,,,122.78,58.74,62.23,,,,,,,10.05,,,,20.85,,,,,,,,19.35,13.87,,,,31.34,10.24,2.25,,,,,,,,,,,,,1039354018.0,Packaged Software,Technology Services
EHC,51.08,50.64,,0.9,,10.9,22.1,,,9.9,31.2,0.38,13.74,44.68,3.01,,0.16,0.05,99.1,1.04,,259.36,41.05,2.45,1.43,,0.15,0.62,14.84,11.06,46.94,14.14,10.34,2.17,2.43,6.74,0.3,5.17,2.7,0.69,20.75,6.41,13.18,9.64,73.89,95.49,5.9,,,8.1,,15.76,5.1,23.94,23.54,9.81,1.94,,2.04,3.25,,37.52,5.25,1.55,,,10.97,38.23,,2.48,26.29,1.04,6.78,22.91,15.45,24.14,,11.71,,1.21,27.45,,,10,6812686863.0,Medical/Nursing Services,Health Services
