Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year ROIIC %,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Beneish M-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,Manipulator,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
INVH,6.53,52.36,,3.4,30.1,7.9,37.5,15.2,19.7,6.5,70.36,9.22,,58.18,1.48,,0.89,0.11,33.91,1.33,,,9.22,5.97,0.91,,2.69,3.3,35.8,19.05,35.33,35.08,18.43,10.45,11.12,2.79,0.51,31.35,3.9,3.3,45.62,9.81,10.09,5.05,37.51,59.03,2.02,,,17.04,,28.28,2.09,47.75,66.08,11.59,8.01,,,,21.63,25.69,2.51,,,,20.09,22.72,10.91,1.36,2.15,1.33,2.28,384.29,4.25,4.36,,3.98,,,1695,,,5,21595936192.0,Real Estate Investment Trusts,Finance
IONQ,,76.31,,103.4,,,,,,,77.93,,22.39,77.11,50.18,,9.34,16.49,23.81,12.23,321.3,113.26,52.87,,0.04,,,,,,,,,56.54,128.9,,0.88,,,,,,,90.5,25.0,50.05,,,,,,,11.8,,,,133.93,,,,,,,,21.19,15.27,,,,,12.35,11.68,,,,,,,,,,,,,3460328599.9999995,Computer Processing Hardware,Electronic Technology
IONS,,46.72,,,,,2.8,,,1.7,49.48,,,48.71,1.47,,8.15,1.72,37.8,8.91,988.61,440.31,,,2.18,,,,,,,,,6.59,6.37,,0.22,,,,,,,,37.29,98.7,,,,,,,9.01,,,,6.86,,,,,,,0.67,94.8,20.79,,,,,9.01,8.82,,,,,,,,,,,,3,6150127323.0,Pharmaceuticals: Major,Health Technology
IOSP,12.02,68.18,,6.3,10.7,31.5,33.5,3.5,80.02,17.4,76.13,1.88,,72.1,5.96,,0.81,6.65,123.97,2.59,87.36,44.15,62.78,0.2,0.04,,0.25,1.21,15.52,12.58,16.49,,12.53,1.53,1.52,6.44,0.69,8.99,5.47,1.28,19.72,14.02,,,109.6,30.02,,,,7.68,,9.77,2.48,21.55,20.67,5.74,1.65,,1.8,1.6,,18.37,1.91,1.17,,7.54,13.38,16.8,1.96,1.5,3.91,1.73,8.4,29.34,13.51,12.2,,12.33,,1.22,26.33,,,10,2656681839.0,Chemicals: Major Diversified,Process Industries
IOT,110.42,64.71,,,,,,53.9,,48.3,77.19,,26.76,68.9,19.62,,1.04,7.67,53.02,1.61,37.56,55.65,47.68,,0.09,,,,,,,,,18.94,26.14,,0.53,,,,200.82,,75.34,26.19,35.78,75.1,,,,,,,30.65,,331.38,,26.43,,,,,,21.26,,,164.13,2524.8,,,,31.19,1.55,,,,,,,,0.07,,,,,15138007798.0,Packaged Software,Technology Services
IOVA,145.34,49.85,,,,0.2,,3.6,,,37.73,,,46.39,5.65,,4.41,5.05,10.09,5.15,115.29,199.98,89.16,,0.11,,,,,,,,,6.33,32.2,,0.8,,,,,,47.73,662.77,0.0,,,,,,,,3.91,,,,87.38,,,,,,,,14.59,11.09,,,,,6.37,4.85,,,,,,,,,,,,,1305782978.0,Biotechnology,Health Technology
IP,45.63,73.05,4.2,6.5,,4.6,0.3,,,6.9,71.84,3,24.91,74.61,2.41,,0.27,0.2,56.82,1.53,49.61,64.86,56.68,2.97,0.68,,1.18,3.25,51.82,12.53,30.65,12.07,5.37,1.24,1.33,1.93,0.37,4.33,4.09,3.25,18.95,5.7,31.37,2.72,36.09,28.07,0.9,,,2.25,,2.08,2.29,48.56,36.19,,1.08,,,,,24.76,2.46,1.27,,,11.25,27.91,,0.93,3.63,1.11,1.8,4.13,2.48,4.92,,19.69,,4.01,15.52,,,10,11847010277.999998,Containers/Packaging,Process Industries
IPAR,1.2,61.68,,8.8,96.4,50.5,56,,31.29,34,71.52,6.83,1.73,66.27,7.75,,0.46,0.73,126.68,2.82,282.4,70.63,76.21,0.77,0.28,,0.6,2.26,16.16,14.85,51.87,,15.39,2.72,2.94,6.19,0.53,5.69,1.99,2.37,23.13,20.83,7.29,6.73,143.83,63.89,22.85,,,10.61,,18.15,5.21,27.13,26.4,1.16,2.87,,1.15,4.46,,50.56,3.18,1.04,,16.23,31.06,114.2,1.07,3.47,8.32,1.6,10.82,40.92,24.35,20.95,,19.9,,2.73,46.75,,,10,4429269926.0,Household/Personal Care,Consumer Non-Durables
IPG,8.32,40.19,1.1,12,6.7,31.8,12.8,,,7,37.73,6.48,0.77,39.16,1.81,,0.18,0.36,29.39,1.09,,287.63,232.2,2.54,1.15,,0.47,4.44,9.66,8.17,14.94,9.54,8.07,1.48,1.27,10.35,0.22,8.5,8.43,4.51,10.7,21.47,,,31.03,17.01,6.23,,,7.44,,13.6,2.98,13.86,10.52,0.91,1.04,,0.55,0.92,,12.16,,0.94,,,10.38,18.82,0.87,0.8,,1.09,4.61,81.65,16.3,21.26,,11.02,,8.97,14.26,,,10,11832892356.000002,Advertising/Marketing Services,Commercial Services
IPGP,,57.45,4.6,2.4,,1.6,10.3,2.2,,6.8,46.1,,,54.45,11.33,,5.25,61.92,80.77,8.09,224.16,16.56,68.14,0.18,0.01,,,,84.01,26.89,14.14,,,2.46,2.41,1.19,0.9,17.24,5.14,,38.44,,,,80.59,34.75,,,,,,2.87,1.65,,55.36,,3.55,,,,,20.65,2.07,0.66,4.55,2.67,13.21,,,1.04,1.7,6.44,,2.78,1.27,,,2.24,,10.17,17.01,,,10,4739545016.0,Semiconductors,Electronic Technology
IQ,,39.98,,,,2.1,,,868.63,,23.79,,,34.32,,,0.29,0.43,2.2,0.53,,94.18,29.17,5.63,1.28,,,,8.74,8.74,9.16,2.06,0.43,0.77,0.82,11.44,0.27,9.05,18.44,,8.39,,,,3.95,27.05,2.47,,,5.37,,9.04,1.18,9.05,1.79,0.18,0.52,,,,,5.53,,,,,5.53,,,4.11,,0.53,3.69,189.75,12.71,13.95,,6.12,,31.71,,,,1,4544296010.0,Internet Software/Services,Technology Services
IQV,16.98,44.27,1.7,2.4,,18,81.7,5.3,44.44,11.4,50.58,,,46.54,2.24,,0.24,0.13,218.01,0.81,,103.26,32.37,4.15,1.97,,,,23.58,15.54,26.4,18.98,14.92,3.18,3.35,4.24,0.26,12.8,4.96,,18.06,18.94,9.62,4.52,239.38,35.18,3.18,,,9.17,,14.14,5.68,28.61,20.07,1.36,2.65,,1.17,0.88,,20.47,,0.99,,,15.59,22.43,1.34,1.48,,0.81,5.29,276.4,10.93,21.99,,8.39,,0.28,49.55,,,10,38768813501.0,Services to the Health Industry,Health Services
IRDM,,54.83,2.9,,,11.3,,6.3,70.54,12.5,64.11,1.78,,57.12,1.41,,1.18,0.09,29.86,2.62,136.6,30.45,42.96,4.47,2.7,,0.57,1.82,25.81,12.68,16.82,,14.03,6.03,6.27,3.87,0.24,36.58,8.74,1.88,31.11,22.72,111.9,4.2,54.73,72.19,2.22,,,14.09,,23.95,5.14,31.77,31.77,2.94,4.5,,,,,12.34,3.26,0.95,,,10.22,14.11,2,1.36,7.25,2.01,4.22,8.77,7.61,13.9,,7.04,,7.4,124.42,,,6,5946159110.999999,Specialty Telecommunications,Communications
IRM,102.46,43.71,,,0.8,2.7,15.2,,6.24,9.1,38.49,2.39,50.86,40.59,1.22,,0.07,0.01,115.96,0.75,,73.52,75.74,9.09,,,1.46,2.3,59.25,28.77,,36.15,21.05,7.55,8.36,1.69,,,,2.47,59.08,4.59,7.89,10.43,69.85,56.43,1.74,,,1.75,,19.91,,322.1,63.36,17.6,5.69,,,,34.13,,,2.33,,,28.22,202.36,,56.74,,0.75,0.59,9.21,5.43,519.36,,4.87,,,101.72,,,10,18342923963.0,Real Estate Investment Trusts,Finance
IRON,,77.85,,,,18.1,27.6,23,512.85,,86.81,,57.28,82.41,,,24.66,,,25.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.03,,,,,,,,,,,,4.12,4.06,,,,,4.03,25.02,,,,,,,,,,,,,1212510258.0,Biotechnology,Health Technology
IRT,47.84,66.6,,30,4.7,3.1,30.2,9.1,2.12,9.6,83.87,2.33,13.89,73.49,1.02,,0.02,0.01,21.12,0.05,,149.25,,7.66,0.68,,2.84,3.04,88.42,23.52,54.19,,,10.22,10.86,1.13,0.56,19.92,2.71,3.04,77.67,4.13,14.55,,18.37,58.17,1.66,,,,,20.49,1.42,,93.87,24.07,7.35,,,,17.92,37.03,2.43,1.48,,,18.63,40.09,,1.38,1.42,0.05,,46.6,1.53,,,1.95,,9.82,52.8,,,8,3648958263.0,Real Estate Investment Trusts,Finance
IRTC,,69.33,,,,,,,,19.1,73.8,,,72.62,1.58,,5.21,0.71,88.83,6.27,29.56,17.11,47.47,,10.25,,,,,,,,,4.4,5.37,,0.08,,,,,,39.27,17.29,142.89,67.83,,,,,,,38.79,,,,4.92,,,,,,,,,,,,,,39.13,6.12,,,,,,,,,,,,,2768182882.0,Medical Specialties,Health Technology
ISRG,74.7,69.7,0.1,11.1,,18.6,19,,18.65,18.2,84.2,,25.36,75.25,57.24,,2.52,,532.69,4.3,183.6,27.89,46.64,,,,,,90.24,73.78,318.84,55.12,47.07,19.59,23.68,1.11,0.88,7.45,0.31,,67.75,12.22,16.88,15.67,387.5,66.98,,,,28.51,,26.24,12.18,85.64,79.27,7.41,24.43,,4.48,28.77,,330.26,6.67,1.56,92.05,37.76,105.7,320.71,6.86,6.61,12.48,3.42,13.95,43.43,14.24,16,,19.26,,,135.2,,,10,103839363738.0,Medical Specialties,Health Technology
IT,26.62,70.58,4.1,,,36,42.2,13.2,901.25,17.6,85.57,,18.66,75.96,6.16,,0.51,0.61,547.22,1.02,,11.65,83.46,1.73,2.73,,,,29.28,25.79,34.29,32.11,26.99,6.51,7.06,3.42,0.14,20.66,3,,41.49,22.26,14.93,7.58,420.29,67.78,9.84,,,17.33,,18.62,39.83,40.36,47.85,1.62,7,,1.62,1.12,,33.82,,1.85,,,31.23,39.6,1.92,2.92,,1.02,13.97,242.01,36.25,144.66,,12.76,,2.07,92.91,,,10,27599863055.000004,Internet Software/Services,Technology Services
ITCI,41.71,79.72,,,,20.3,23.3,26.5,78.24,147,91.37,,16.63,85.06,31.84,,6.06,56.84,89.81,7.66,176.4,94.97,76.14,,0.02,,,,,,,115.71,2224.27,9.15,14.24,,0.86,,,,342.79,,,43.67,118.78,92.29,,,,,,,8.32,,,,14.76,,,,,,,,11.74,8.89,,,,,8.32,7.51,,,,,,,,0.01,,,,,5287918449.999999,Pharmaceuticals: Major,Health Technology
ITGR,52.71,68.32,,5.7,,7.4,27.3,,8.09,13.4,82.78,,13.4,73.97,3.14,,0.16,0.03,139.09,3.28,73.48,33.56,50.02,3.81,0.72,,,,29.16,18.93,78.58,,,3.11,3.37,3.43,0.51,4.28,1.59,,22.96,5.26,13.06,7.21,100.43,26.84,3.66,,,6.57,,12.57,2.88,42.93,26.44,,2.82,,,,,66.43,,1.47,,,24.71,61.17,,2.2,,2.09,3.74,23.38,7.05,7.39,,6.43,,,51.51,,,9,2708612955.0000005,Medical Specialties,Health Technology
ITRI,70.98,78.61,,12.6,,25.7,22,10.8,,,94.65,,0.91,85.87,3.01,,1.88,0.77,123.43,3.36,65.26,45.4,44.6,3.84,0.94,,,,21.37,17.83,33.38,,18.61,2.38,2.45,4.68,0.4,7.35,3.18,,24.97,,16.65,5.57,76.05,34.17,22.11,,,9.37,,10.72,4.12,25.29,22.36,,2.37,,,,,32.23,4.98,1.96,,,27.63,49.15,,2.87,24.54,2.83,7.8,77.11,11.77,17.33,,11.04,,,493.72,,,5,2879450846.0,Electronic Equipment/Instruments,Electronic Technology
ITT,47.92,66.65,1.7,7.8,19.7,15.9,17.6,6.8,,11.8,83.49,1.85,10.2,72.66,5.64,,0.36,0.5,153.97,1.58,92.88,69.27,71.4,1.22,0.34,,0.22,0.79,20.6,17.17,34.31,18.45,15.29,3.39,3.71,4.85,0.56,10.84,3.05,0.81,23.62,14.67,11.12,7.31,114.9,34.47,29.57,,,13.67,,16.84,4.56,26.27,26.96,3.59,3.6,,1.82,2.58,,33.17,4.43,1.85,,,24.95,29.49,2.14,2.65,16.06,1.09,11.23,53.65,20.24,18.8,,14.05,,0.32,39.48,,,10,8159918798.0,Industrial Machinery,Producer Manufacturing
ITW,12.09,68.41,1.9,0.1,7,12.1,14.1,7.9,81.5,10.3,74.49,3.1,4.1,71.42,8.51,,0.2,0.11,272.5,1.36,73.15,23.57,73.23,1.65,2.46,,0.56,2.1,19,17.5,31.82,20.27,18.27,5.41,5.54,5.26,0.21,17.28,3.42,2.21,25.48,11.54,4.1,1.96,246.04,43.89,14.81,,,21.66,,26.47,23.74,23.57,26.69,5.56,5.12,,1.72,2.13,,29.58,,1.31,,,25.43,24.6,3.14,2.65,,0.97,22.16,102.16,42.25,112.27,,27.8,,3.63,30.69,,,10,72062636379.0,Industrial Machinery,Producer Manufacturing
IVT,18.43,69.38,2,,65.5,20,,10.2,8.92,11.6,85.4,2.85,15.78,75.38,,,3.07,0.27,31.24,3.59,,196.05,44.95,4.67,0.42,,6.34,2.84,65.13,18.58,28.36,,16.46,,11,1.54,0.67,38.55,4.28,2.88,102.43,9.04,94.44,7.18,27.38,71.03,1.13,,,2.52,,16.31,1.37,347.11,221.56,,7.97,,,,17.65,20.72,3.78,1.31,,,16.41,21.07,,0.92,1.46,3.59,0.27,,1.84,0.42,,1.83,,3.53,25.61,,,8,1655193010.0,Real Estate Investment Trusts,Finance
IVZ,35.24,56.37,0.7,1.5,0.6,,,1.1,16.16,,59.01,2.6,13.47,57.07,1.02,,1.13,0.22,17.86,1.83,,100.26,59.81,6.15,0.51,,0.49,4.53,,14.86,12.27,16.46,14.22,2.83,3.06,,0.54,24.99,18.33,4.58,9.44,10.86,12.06,,14.5,32.44,,,,,,,0.75,,10.69,,1.39,,,,,5.52,,0.87,,,5.12,,,0.4,,1.83,,,,,,,,8.13,8.63,,,9,6985021740.0,Investment Managers,Finance
J,23.81,66.84,1,5.1,0.9,28.5,25.8,8.3,15.6,7.9,69.33,0.98,19.1,67.14,3.26,,0.27,0.34,146.83,1.14,,31.54,32.9,2.61,0.54,,0.22,0.79,19.57,15.13,21.55,17.05,15.14,1.66,1.21,5.11,0.44,5.64,5.24,0.79,22.06,22.94,6.63,,61.0,21.14,5.78,,,3.72,,6.04,2.76,29.02,28.9,1.22,1.1,,,,,19.41,,1.33,,,17.22,21.62,1.2,1.73,,1.14,4.23,137.14,9.5,9.55,,6.92,,5.44,35.38,,,10,16648818500.000002,Data Processing Services,Technology Services
JACK,,48.49,4.6,,13.6,16,21.4,8.2,2.39,22.9,34.14,4.34,,44.63,1.69,,0.05,0.01,47.25,0.43,1.74,28.14,22.62,43.5,,,0.35,3.72,151.55,55.65,,16.41,13.47,2.66,3.31,0.66,,,,3.72,7.22,16.18,5.12,,98.25,27.48,3.2,,,,,16.5,,,12.4,1.06,0.77,,,,,,,0.36,,,16.91,,2.23,2.09,,0.42,,1.48,1.11,,,12,,8.69,10.07,,,10,1448376727.9999998,Restaurants,Consumer Services
JAMF,4,36.52,,,,,,,,22,24.59,,,32.33,1.22,,0.52,0.59,15.36,0.95,,56.71,61.97,,0.51,,,,,,72.93,,,3.07,3.52,,0.46,4.93,1.54,,17.25,,,12.82,23.29,77.35,,,,,,,2.73,,,,3.19,,,,,64.56,,,,,52.27,,,,,0.95,,,,,,,,,,,,,2158295807.0,Packaged Software,Technology Services
JAZZ,,74.39,,,,13.8,,16.5,3.41,8.4,90.3,,,81.05,1.51,,2.54,0.42,126.77,4.26,493.51,81.92,63.3,4.75,1.49,,,,17.18,8.62,10.22,8.75,6.93,2.62,2.82,5.82,0.34,27.59,14.38,,5.83,13.36,48.6,5.51,149.09,89.38,2.63,,,11.6,,16.94,1.84,17.85,6.46,,2.09,,,,,7.53,,0.51,,,7.13,15.82,,0.62,,3.74,4.02,63.13,6.52,12.28,,8.99,,,24.42,,,8,8364731509.0,Pharmaceuticals: Major,Health Technology
JBGS,32.68,37,10.6,,,8.5,13.8,,,8.4,29.08,4.18,20.69,33.52,0.2,,0.72,0.05,16.18,2.16,,170.36,138.89,14.36,1.42,,,4.33,,21.19,,,,,7,,0.36,,,4.33,,,,,18.7,50.72,0.13,,,,,2.52,0.73,,,,2.63,,,,11.56,,,,,,9.58,,,7.95,0.75,2.16,,,,,,0.27,,10.32,179.78,,,6,1570209077.0,Real Estate Investment Trusts,Finance
JBHT,,73.41,0.8,17.3,15.9,12.7,13.7,,9.56,10.8,81.41,1.62,0.08,77.54,5.76,,0.06,0.08,197.17,0.94,1.52,26.43,38.7,0.97,0.38,,0.31,0.87,25.52,13.44,48.89,20.97,11.43,1.69,1.74,3.92,0.48,3.56,2.19,0.87,27.45,12.32,9.48,,167.64,17.07,10.27,,,4.65,,6.76,4.97,35.85,35.85,2.78,1.65,,2.18,4.05,,46.69,2.91,1.11,,,14.74,118.63,3.27,3.14,5.3,0.94,6.76,13.79,12.52,13.97,,9.12,,2.63,30.06,,,10,20086058875.0,Trucking,Transportation
JBI,1.3,33.49,,50.7,,26.9,32.8,24.4,29.22,21.7,40.14,,,34.65,2.63,,0.76,0.17,7.38,2.8,33.08,36.61,64.23,2.51,1.14,,,,7.88,6.47,10.09,11.85,8.82,1.86,1.55,12.69,0.41,15.21,14.56,,17.66,,,,10.2,42.64,3.73,,,10.61,,20.11,1.98,10.25,9.58,,1.07,,,,,7.12,,,,,6.3,,,,,2.39,7.98,92.04,16.76,20.21,,13.29,,12.21,,,,4,1484421495.0,Building Products,Producer Manufacturing
JBL,,71.14,7.7,1.1,,18.1,14.8,60.9,,6.5,73.31,0.24,5.32,73.07,3.15,,0.19,0.68,134.82,1.09,66.48,77.82,42.72,1.24,1.88,,,0.24,8.47,6.22,17.54,11.18,7.65,0.61,0.56,11.81,0.1,3.23,6.13,0.24,15.52,23.38,9.7,,81.73,9.27,8.31,,,4.81,,4.98,8.83,12.23,1.01,0.05,0.58,,0.03,0.56,,17.45,3.42,2.2,,,9.69,9.33,0.04,2.02,16.44,0.72,7.65,56.21,30.89,57.49,,16.28,,17.87,35.29,,,10,13881281886.0,Electronic Components,Electronic Technology
JBLU,73.64,49.43,,,,,57,22.9,76.22,39.8,59.96,,16.46,50.48,0.7,,1.07,0.45,6.42,1.21,5.61,31.08,12.87,1473.5,3.34,,,,,1174.35,,7.56,4.13,0.72,0.76,,0.16,,,,,,,3.15,6.92,18.12,,,,,,,0.84,,,,0.23,,,,,,,0.28,,,28.79,,,,0.99,1.18,,,,,,,,,27.91,,,6,1656253947.0,Airlines,Transportation
JBSS,2.95,38.7,,9.6,7.2,2.7,,,,7.1,42.91,1.44,,39.15,6.3,,,0.01,85.76,2.06,78.54,22.53,25.69,0.78,0.26,,0.19,1,14.38,10.41,19.84,,,,0.97,6.95,0.6,4.92,5.48,1,,10.69,,,105.32,18.37,25.59,,,4.9,,6.55,3.2,18.44,19.02,2.61,0.9,,1.2,1.6,,18.36,1.7,0.93,,12.69,11.29,15.52,,1.18,3.39,0.66,11.15,21.18,20.42,17.52,,13.87,,,17.83,,,10,1177988203.0,Food: Specialty/Candy,Consumer Non-Durables
JBT,,64.96,,32.6,,5.1,1.3,,3.94,,63.06,0.34,1.97,64.57,3.8,,1.13,0.82,116.44,2.55,82.98,45.65,47.09,2.43,0.41,,0.08,0.34,21.73,14.53,85.35,17.2,11.08,2.12,2.29,4.6,0.57,2.7,1.23,0.34,20.37,2.98,15.55,7.55,113.83,35.91,11.31,,,10.25,,9.49,2.34,21.6,24.26,10.11,2.24,,,,,80.87,3.07,1.18,,2369.6,45.04,59.57,,1.65,8.42,2,6.39,56.27,8.04,11.63,,6.99,,6.56,22.14,,,10,3470649773.0,Industrial Machinery,Producer Manufacturing
JCI,51.43,78.53,2,,11.4,,16.9,,13.01,1.1,90.29,2.66,18.33,83.44,2.14,,0.05,0.06,85.74,0.94,56.45,83.26,87.41,2.97,0.59,,0.39,1.72,28.68,20.8,42.27,22.76,17.59,2.81,2.53,3.49,0.38,6.01,2.76,1.72,23.31,16.06,10.49,5.01,65.21,33.99,7.71,,,6.49,,10.3,3.56,33.76,22.67,2.22,2.21,,,,,36.14,,1.44,,,27.26,53.43,1.72,1.93,,0.79,3.95,67.11,7.54,10.53,,6.06,,2.86,33.49,,,9,38866686232.0,Industrial Machinery,Producer Manufacturing
JD,70.15,48.76,,3.8,,,18.3,5.6,6.89,9.3,43.59,1.94,36.12,45.36,2.67,,0.72,2.34,36.49,1.15,26.11,62.44,6.62,1.96,0.39,,0.21,2.09,8.75,8.3,6.24,7.07,6.47,0.26,0.33,11.43,0.34,5.17,14.83,2.09,8.81,,13.57,5.07,45.27,15.19,12.57,,,2.81,,3.33,1.75,13.3,10.17,0.24,0.38,,,,,7.15,1.14,0.27,,,5.57,,,0.69,2.52,0.9,4.99,41.42,11.6,13.74,,8.33,,3.24,57.01,,,5,43365217973.847,Internet Retail,Retail Trade
JEF,89.33,75.91,5.5,7.5,26,22,,,,9.5,83.44,6.66,38.15,79.02,1.17,,0.81,0.49,74.29,2.82,,750.71,193.5,4.97,2.14,,0.5,1.68,6.28,6.03,,,,3.43,2.7,15.92,0.16,,,1.89,16.6,20.79,67.98,6.94,39.45,60.11,1.3,,,6.05,,45.33,1.52,31.35,29.48,1.33,1.73,,,,,,1.56,1.55,,,,,1.44,1.95,1.86,2.82,0.97,26.93,8.64,5.94,,7.72,,,28.03,,,10,8542865583.999999,Investment Banks/Brokers,Finance
JELD,6.01,34.17,5.4,,,3,15.6,2.3,22.01,6.4,38.99,,4.12,34.42,1.92,,0.3,0.15,11.18,2.03,56.7,35.29,48.88,13.53,1.88,,,,,21.02,1226.65,10.34,7.05,0.58,0.54,,0.25,0.04,0.18,,8.9,4.9,,,14.08,18.82,0.98,,,,,1.54,1.31,,9.02,8.2,0.24,,0.79,66.47,,745.34,1.15,,,,6.35,,,0.53,3.26,1.33,,,,,,4.19,,41.18,124.22,,,9,1162816528.0,Forest Products,Non-Energy Minerals
JHG,60.35,79.61,3.3,2,2.7,33.4,,,20.76,0.8,88.88,3.88,20.28,84.05,3.19,,2.48,3.61,45.34,3.08,,93.96,41.32,1.07,0.15,,0.47,3.45,8.47,8.2,8.95,7.98,7.69,2.13,2.3,11.81,0.64,25.72,8.33,3.45,12.56,23.66,12.41,9.93,32.25,69.14,42.28,,,17.5,,25.37,1.55,17.95,13.78,,3.04,,,,,11.82,2.29,,,14.23,11.65,14.88,0.88,0.75,8.62,3.08,6.24,1512.42,10.79,9.06,,10.26,,3.77,16.02,,,10,4555592613.0,Investment Managers,Finance
JHX,22.07,40.76,0.8,28.3,,25,22.5,,26.63,17.3,55.45,,,43.77,4.81,,0.48,0.3,32.54,1.94,50.36,59.97,31.24,1.21,0.62,,,,18.9,15.25,38.15,18.2,14.77,3.74,3.77,5.29,0.39,9.9,2.8,,22.13,22.4,10.11,7.29,32.87,40.56,29.03,,,12.77,,23.67,7.36,28.05,19.96,1.01,3.6,,0.69,2.71,,36.59,2.83,1.01,,,16.95,33.99,0.91,2.43,8.91,1.44,10.81,34.31,19.98,27.7,,16.36,,1.29,41.18,,,10,12440835257.11767,Construction Materials,Non-Energy Minerals
JJSF,4.08,65.13,,3.3,7.2,32.3,63,24.7,15.87,14.5,71.91,2.67,2.6,68.94,7.16,,0.32,0.37,177.54,2.27,59.32,32.02,44.43,0.9,0.18,,0.58,1.68,28.86,18.46,32.66,,,1.65,2.22,3.47,0.68,6.81,3.14,1.76,28.98,8.87,16.6,3.13,169.38,31.18,46.9,,,5.49,,7.61,3.67,39.45,35.02,,2.17,,,,,31.81,3.06,0.94,,186.05,17.86,27.77,4.58,2.8,6.06,1.39,6.63,16.88,10.79,9.57,,7.86,,0.87,39.81,,,10,3314758944.0,Food: Specialty/Candy,Consumer Non-Durables
JKHY,23.91,38.49,0.5,12.3,6.3,8.8,8.8,4.5,10.71,9.3,19.21,1.7,8.35,29.92,10.63,,0.08,0.31,175.85,1.11,,6.18,48.81,0.19,0.07,,0.23,1.24,24.26,17.64,45.04,24.31,17.32,5.49,5.8,4.12,0.66,12.87,2.25,1.25,30.31,10.73,9.56,7.08,186.54,41.21,33.84,,,17.79,,22.63,6.66,32.21,18.55,2.13,5.73,,1.27,3.88,,44.44,4.92,,,,24.33,41.93,,,28.87,1.11,14.15,173.19,23.01,22.35,,15.09,,1.86,35.96,,,10,11267749388.999998,Packaged Software,Technology Services
JKS,,46.29,,18.4,,66.9,35.4,25.5,9.01,34.8,31.66,13.22,1.22,42.03,1.04,,0.37,0.45,21.47,1.22,73.59,56,74.29,16.01,2.48,,1.19,13.96,16.11,16.11,,18.07,4.39,0.32,0.49,6.21,0.15,,,13.96,11.09,,,,47.51,12.81,1.84,,,0.54,,1.92,0.37,36.27,8.55,0.22,0.09,,0.78,,,,0.42,0.4,,,0.63,3.21,0.36,,0.42,0.97,0.43,5.24,5.35,2.76,,1.27,,17.62,8.39,,,10,1542988905.0,Semiconductors,Electronic Technology
JLL,88.73,54.89,2.4,7,,2.2,,,5.71,10.7,57.77,,35.13,55.3,2.59,,0.05,0.09,271.25,1.05,,,30.2,4.72,0.75,,,,21.57,16.48,42.1,17.48,13.76,0.71,0.77,4.64,0.37,1.83,3.2,,16.87,3.89,35,,202.62,,5.72,,,2.12,,3.61,1.94,27.43,22.49,28.11,0.58,,,,,31.8,3.22,1.28,,,22.3,79.1,,1.32,10.23,1.05,2.96,60.22,8.07,7.55,,5.34,,0.58,23.08,,,10,7354497707.999999,Real Estate Development,Finance
JNJ,9.65,29.8,2.9,5.9,5.7,0.5,7.3,,,2.5,11.85,4.12,7.7,22.66,2.91,,0.39,0.57,153.28,1.03,157.44,118.25,63.75,1.39,0.51,,0.47,3.17,21.12,15.13,20.43,13.3,11.56,4.26,4.43,4.73,0.39,21.69,5.16,3.23,14.46,6.16,4.39,3.57,181.16,69.05,29.67,,,16.74,,26.02,5.26,25.34,14.97,37.43,4.24,,1.19,1.71,,19.56,,0.9,,,14.8,20.91,,1.59,,0.79,8.49,93.3,14.84,20.87,,15.03,,5.61,21.2,,,10,388773878809.0,Pharmaceuticals: Major,Health Technology
